Author	Rating	Review	Restaurant	Location
Shamdesh Jaya	3	The Clay pot briyani was okay nothing so special it's tasted like normal chicken briyani,and it had burned taste too may be because it was in very hot in a clay pot ..It's quite expensive ,overall the food was good with an ambience environment..	Tandoor Grill	Ipoh
Mhs	5	Have been here many times and it has been our regular stop every time we traveled to Kl. Lunch or dinner both times are good, being experienced eating authentic Indian food, we say this is one of the best that is available in Malaysia ðŸ‡²ðŸ‡¾.	Tandoor Grill	Ipoh
Shamugam Velu	5	V had a dinner function for 25 guests.  Everything was well arranged n the staff were friendly n helpful.	Tandoor Grill	Ipoh
Pallavi Harshwal	4	Food is quite tasty and fresh, on the contrary service is quite slow, unless asked waiter didn't even bother to give water or ask for order, you need to look around and ask someone to take order..	Tandoor Grill	Ipoh
Lee kok choy	4	Good northern India cooking.	Tandoor Grill	Ipoh
Mel A. Bakar	3	Easy to park, cosy, fast but good food, baby chair available, friendly staff. Clean sink area. Toilet also clean. I like it. Will visit again.	Tandoor Grill	Ipoh
Kumaressh waran	1	Environment is good, but food price and amount is worst, we ordered capati, they serve it but just capati, curry or dhall is not included, we have to order just curry for 20 to 40bucks. So sad.	Tandoor Grill	Ipoh
Adr ian	4	A good place for northern indian food. Classy ambience. Choice of open seating or private rooms. Hall for bigger functions available too. Staff are courteous and helpful.	Tandoor Grill	Ipoh
Hema Ravi	5	Good place for functions and family gathering .my family will always have get together there. My cousin had his daughter wedding dinner here.super food and good service	Tandoor Grill	Ipoh
Malvinderjit Singh	5	The best Authentic North Indian food in Ipoh and you can say in Malaysia. Delicious food that reminds you back of the flavors of authenticity and taste of food in India, variety of dishes, perfect ambiance and great attentive service. Is a	Tandoor Grill	Ipoh
Azman Joseph Associates	5	Tasty food and excellent service.	Tandoor Grill	Ipoh
Kumaraguru Sivalingam	5	Good healthy food	Tandoor Grill	Ipoh
Michael Min	5	One of the best Indian restaurants I have been to in my life. I've recommended it to my Indian friends and they have said this is the best Indian restaurants in Malaysia.	Tandoor Grill	Ipoh
Bhupinder Singh	5	Excellent ambience with wonderful food and excellent  service. Staff were very courteous, friendly and pleasant. Good place for family and entertaining friends.	Tandoor Grill	Ipoh
Joel Chu	5	fantastic place to eat at, nice decor, updated with good norther indian cuisine food. they also have lunch buffet specials at a reasonable rate! must try!	Tandoor Grill	Ipoh
Tharani Kanappan	3	The food is moderate. They lack in waiter service. Food usualy comes late or we had to wait for a long time to be served.	Tandoor Grill	Ipoh
PRAKASH RAV	4	Clean, classy n rustic environment. Delicious Indian food..Friendly staffs	Tandoor Grill	Ipoh
Muhammad Saad Khan	4	Delicious indian food.	Tandoor Grill	Ipoh
Joe â€œJoeâ€ Seeva	4	One cozy environment and good north indian food to be enjoyed.good for family and friends eating outing. No alcohol here.ample parking and try thia place out.Also a good place for wedding funtions	Tandoor Grill	Ipoh
anandraj govindaraj	3	The ambience is good. Foods are normal. Tried out their mutton gosh Biriyani	Tandoor Grill	Ipoh
Sonali Pawar	5	Mouth watering food at cheap price. This restraunt has beautiful ambience along with latest hit bollywood music. The staff is also helpful.	Tandoor Grill	Ipoh
Ranjeet sandhu	4	Was driving to penang when i decided to have indian food in ipoh ... googled this place and it didnt dissappoint .. food was excellant .. though pricey .. the naans were great so was the dhall and chicken tikka ... but didnt like the mango lassi nor the lime juice... nice ambience and goid service	Tandoor Grill	Ipoh
Ming Ming	3	ordered  aloo parantha which  got us so disappointed. Its was more to naan and was burnt. Very poor quality or maybe not the right chef.. it was good in the early days	Tandoor Grill	Ipoh
Prakash Prakash	5	Nice food	Tandoor Grill	Ipoh
SANTOSH MISHRA	1	Not good for vegetarian food. Price is highly priced and not value for money.Behaviour of hotel owner is too rude...	Tandoor Grill	Ipoh
Elmy Marhusin	4	Upmarket North Indian fare. Most Indian good tends to be south Indian locally, but the cuisine here is more in keeping with what you get at a UK curry house.	Tandoor Grill	Ipoh
Kumara Guru	5	variety of dishes and good service	Tandoor Grill	Ipoh
MAG GR	5	1. Fine dining restaurant2. Northern Indian cuisine3. Ample parking area	Tandoor Grill	Ipoh
sree kantan nayar	5	Excellent North Indian cuisine and well executed cocktails.Best in Ipoh.	Tandoor Grill	Ipoh
zachary fawcett	5	Great Indian food. Busy with locals and friendly staff	Tandoor Grill	Ipoh
Sudha Sharma	5	Opened a branch in KL. Nice ambience and good food. Slightly pricey but good in taste and service. Very polite staff...	Tandoor Grill	Ipoh
Nithyanandan Natchimuthu	5	Great food. Portions were a little smaller than I expected. Good price. Quite a refined place.	Tandoor Grill	Ipoh
Rasa Thileepan	4	Quality food . Nice elegant rich restaurant.  Usual indian dish. Price reasonable.	Tandoor Grill	Ipoh
Yip	5	Came here for my friend's wedding. Food is extremely delicious! Definitely will come again whenever i drop by ipoh	Tandoor Grill	Ipoh
Kuga Kumar	5	Very cosy place....serves good north indian food..naan,poori,chapati,tandoori etc..suitable place for private function and wedding reception too	Tandoor Grill	Ipoh
Cute n' Creative Nivika (Nikki)	5	Authentic Pemium North Indian Food . This is the best Indian restaurant in the whole of Malaysia with best food,best ambience. Though a little pricey its the best	Tandoor Grill	Ipoh
Naruto	5	My fav north indian spot.. pricy but worth the money we pay for..try not to be stingy with the portions..	Tandoor Grill	Ipoh
prem kaur	4	Food is good and worth the price.order smartly and u will enjoy the combinations.dont bother to order the fried ladies finger,too expensive for just fried batter and no taste whatsoever of the ladies finger.	Tandoor Grill	Ipoh
Gayathry Gayathry	5	Today I really enjoy the food and service.All the foods are so good and delicious,well recommended ðŸ˜Š	Tandoor Grill	Ipoh
Manmohan Singh a/l Singh	5	Place looks very cosy, clean and comforting, friendly staffs, fantastic list of food selections for you to endure...I'll always give it a five stars...	Tandoor Grill	Ipoh
Manoj Kumar	5	Staff really fast response n food very nice. Abit expensive ðŸ˜‰	Tandoor Grill	Ipoh
Bedhya Sethia	5	Amazing ambience equally delicious and delectable food! Must visit when in Ipoh!	Tandoor Grill	Ipoh
Farokh Asad	4	Lovely ambience. Good place to dine if one wants to dine in a posh place. Good service. Reasonably priced.	Tandoor Grill	Ipoh
praba kala	5	A+ in my list. Price, hygiene, food , cleanliness, staff engagement was all great. . Still have room to improve.	Tandoor Grill	Ipoh
Jivendran Chandran	5	Great food with reasonable price, good ambience & good service. Highly recommended..	Tandoor Grill	Ipoh
Kosaliya Jaynita	3	Food is okay. They need to work on the flavors. Cocktails and mocktails were bomb. So good.	Tandoor Grill	Ipoh
KAH LIM WONG	5	The food n place is good, for those who like spicy food must come n eat especially the mutton curry	Tandoor Grill	Ipoh
Choon Leong	5	Nice place, nice food. Ample parking spaces. Pleasant and comfortable atmosphere. Highly recommended.	Tandoor Grill	Ipoh
GA Raajen Gana	1	Dont order clay pot mutton.....Full of fats n rib bones...Not worth the price.	Tandoor Grill	Ipoh
Sudeep Lele	3	The ambiance, setup and service was good but very expensive.. the food tasted quite bland.. i felt like the ambiance is meant cover-up for average food, which ruins the overall experience..	Tandoor Grill	Ipoh
Pabitra S	4	Delicious North Indian food in a fancy setting. Top class and enjoyable experience dining here ðŸ‘ŒðŸ»ðŸ‘ŒðŸ»	Tandoor Grill	Ipoh
Amit Mittal	4	One of the best place in Malaysia to try authentic North Indian food.	Tandoor Grill	Ipoh
anthony john	5	Have been to this place many many times. Environment and food is really tasty. Parking is so convient.	Tandoor Grill	Ipoh
Samrat Mukherjee	5	Very good Indian food in Ipoh. Liked their kebabs. Chef recomended main course kofta was very good. Curries blended very well.	Tandoor Grill	Ipoh
Adarsh Khulputeea	5	If you are looking for traditional Indian cuisine in Ipoh, there is no doubt that this is the place! Amazing food and flawless service!	Tandoor Grill	Ipoh
Tahir Ansari	1	The staff behaviour is not good. Please pay respect to the staff, we pay for service also. Next time a NO with this kind of service. I can pay the same amount and also get better response.	Tandoor Grill	Ipoh
Sakthi Pajalinggam	5	Food is nice. Pls speed up the services...	Tandoor Grill	Ipoh
arundhati karanji	5	You can get delicious indian food hereThe food is very much tasty. lt is little bit costly but taste of food is awesome..	Tandoor Grill	Ipoh
Kapil Gairola	5	The food is nice and ambience is awesome...loved it...A must go place in Ipoh :-)	Tandoor Grill	Ipoh
Michelle Chew	4	Cozy place for a chit chat and meal session.	Tandoor Grill	Ipoh
piyush kohli	5	Amazing and authentic Punjabi North Indian Food..cant even find such authentic taste in Singapore	Tandoor Grill	Ipoh
Karthik Ravie	5	Definitely will recommend this restaurant. I loved thie chicken Briyani.	Tandoor Grill	Ipoh
Nelly 1125	1	Very bad service.... Food full of salt .... And dessert very sweet ..... Very bad ..... Never going back there again	Tandoor Grill	Ipoh
Prathib Kumar	5	Very good food. Excellent ambience. Service is good too.	Tandoor Grill	Ipoh
Sai Venothini	5	I just love the rasamalai dessert. Well serving to customers.	Tandoor Grill	Ipoh
R Menon	2	Butter chicken is sweet. U get south Indian appalam in a punjabi restaurant.  Not worth the price.	Tandoor Grill	Ipoh
Tinesh Sachi	5	Superb variety of North Indian cuisines with ample seating and also a private room for functions!	Tandoor Grill	Ipoh
Shyam Phillipose	5	Friendly staff, lovely food. Must try the tandoori chicken. Reasonably priced too!	Tandoor Grill	Ipoh
Wong Max	5	Good food, reasonable price, clean place.	Tandoor Grill	Ipoh
Ranganadh Reddy	5	Taste is good. Can try for sure. Pre booking is recommended.	Tandoor Grill	Ipoh
Pranjal Verma	5	Its a good clean place. Food is also very good. You must try here if you are in ipoh	Tandoor Grill	Ipoh
Jagit Singh	5	5 Star.. Good quality food and beautiful ambience. Good service as well.Reasonable pricing.	Tandoor Grill	Ipoh
Tack Heng	4	One of the best places to have northen Indian foods in the town.	Tandoor Grill	Ipoh
Farhanah Jarkasi	5	I eat their lunch buffet. Super duper delicious indian food. Must try ðŸ‘ðŸ‘	Tandoor Grill	Ipoh
Bala Balu	1	No greeting n customer service at all from. Call just now to make reservation but the way the lady answering my call not intend to do it so. Disappointed. Ipoh branch	Tandoor Grill	Ipoh
Khong huat tay	5	Super nice environment, super delicious Indian food.	Tandoor Grill	Ipoh
Maj Gen sadasivam V	4	Good ambience. Food is good. Service a little bit slow. Still enjoyable experience.	Tandoor Grill	Ipoh
Day Winde	3	Food was amazing but waiters are quite inattentive	Tandoor Grill	Ipoh
Francis Andrews	3	The seating capacity is very big and spacy. But the food is quite  expansive and nothing special about the taste.	Tandoor Grill	Ipoh
mail4karthik100	4	Always love the food, ambience and service	Tandoor Grill	Ipoh
Pravin Kanesh Arumugam	1	Totally not value for your money. Awful and horrible attitude of majority of their staffs and the food isn't great either. (probably because of the service)	Tandoor Grill	Ipoh
LovyCurvy Liu	5	Excellent environment. Good Food. Also have a variety of vegetarian food.	Tandoor Grill	Ipoh
Kamini Karunamurthy	5	Best food I've ever tried, no joke. The Palak Paneer is a must try! However the prices are expensive.	Tandoor Grill	Ipoh
Akizora Mizuki	4	Food was pretty good but its a bit pricey. Still worth it though! Gotta try that Naan Cheese again!	Tandoor Grill	Ipoh
Gerard Selvaraj	5	Nice ambience. Good place to eat.	Tandoor Grill	Ipoh
Yogi C	5	Excellent food, and service. Elegant place and well trained employees ðŸ‘	Tandoor Grill	Ipoh
